itemcode,title,longtitle,brandcode,brand,groupcode,group,statusgroupcode,statusgroup,price,chargeprice,totalprice,suggestprice,barcode,stockfree,backorder,categoryid1,categoryname1,categoryid2,categoryname2,icecatproductid,productimage,warrantyinfo
223V5LHSB2/00,Mon Philips 21.5Inch 223V5LHSB LED / VGA / HDMI / ArtDesign,Mon Philips 21.5Inch 223V5LHSB LED / VGA / HDMI / ArtDesign,G9,Philips,G1,Monitoren,10009,New,72.76475,0,72.76475,124.95,8712581735838,0,0,19,Beeld en geluid,222,Monitoren en displays,29238911,https://productimages.nl/media/image/low/239ea430fb813725b8a480a749aebff2444fdc45f84a4639554ae80984046c51.jpg,2 jaren via fabrikant
223V5LSB/00,Philips LCD-monitor 223V5LSB/00,Mon Philips 21.5Inch 223V5LSB LED / VGA / DVI / ArtDesign,G9,Philips,G1,Monitoren,10009,New,62.47375,0,62.47375,143.95,8712581689681,0,0,19,Beeld en geluid,222,Monitoren en displays,18645107,https://productimages.nl/media/image/low/99394a736fd2c1ab5ab3b33a685fc86ca9eeef511cab41098873e23bc26fc691.jpg,2 jaren via fabrikant
2321C006,Canon PIXMA TS305 inkjetprinter Kleur 4800 x 1200 DPI A4 Wi-Fi,Canon Pixma TS305 Wi-Fi /  Color,P3,Canon,H6,Printer,10009,New,34.79875,0,34.79875,99.5,,0,0,21,Printers,234,Inkjetprinters,40651947,https://productimages.nl/media/image/low/7137b6651a98332280e3f26c927a3f0158d0f9cb6f783dedcb649a7efdc24e49.jpg,2 jaar via fabrikant
23H18EA-W10,HP ProDesk 400 MINI G6 i5-10500T / 8GB / 256GB / W10P,HP ProDesk 400 MINI G6 i5-10500T / 8GB / 256GB / W10PRO,P4,Hewlett Packard,J9,Systemen,10009,New,438.9378,2.7,441.6378,790.5,23H18EA-W10,0,0,2,PC en server,153,PC's/workstations,0,https://productimages.nl/media/image/low/4e879a064346ae36adee50ecd3904e73ac1572115427be376df98089e1d53749.jpg,1 jaar fabrieksgarantie + 1 jaar extra via Complies
24089-989-999,"Jabra Evolve2 40, UC Stereo Headset Hoofdband USB Type-A Zwart",Jabra Headset Evolve 40 Stereo USB,I1,OEM,K7,Sound,10009,New,64.575,0,64.575,92.95,5706991022773,3,0,19,Beeld en geluid,1637,Headsets,78360789,https://productimages.nl/media/image/low/26f4614c3ce29b8ba14a82b57f9b1417c981b20ab0edb2bc973aad9fdf75c9bb.jpg,2 jaren via Complies
24089-999-999,Jabra Headset Evolve 40 Stereo MS USB,Jabra Headset Evolve 40 Setero MS USB,I1,OEM,K7,Sound,10009,New,66.5225,0,66.5225,95.95,5706991022797,5,0,19,Beeld en geluid,1637,Headsets,78360437,https://productimages.nl/media/image/low/26f4614c3ce29b8ba14a82b57f9b1417c981b20ab0edb2bc973aad9fdf75c9bb.jpg,2 jaren via Complies
243V5QHSBA/01,Philips V Line LCD-monitor met SmartControl Lite 243V5QHSBA/01,Mon Philips V-Line 23.6Inch / DVI-D / HDMI / VGA / Black,G9,Philips,G1,Monitoren,10009,New,79.745,0,79.745,114.95,8712581731908,93,0,19,Beeld en geluid,222,Monitoren en displays,37883069,https://productimages.nl/media/image/low/b22e66ff40cbebea2be04ea2819bac947bb28add04f92f9e639991bced512ff5.jpg,2 jaren via fabrikant
24MP59G-P,"LG 24MP59G-P LED display 60,5 cm (23.8"") 1920 x 1080 Pixels Full HD Zwart",Mon LG 23.8Inch / F-HD / IPS / HDMI / DP / Vert. Kantelbaar,A6,LG,G1,Monitoren,10009,New,91.02,0,91.02,131.5,8806087300062,54,0,19,Beeld en geluid,222,Monitoren en displays,36286591,https://productimages.nl/media/image/low/ab134d0466faedf75711b8e7908d557fdb9d1ca378f8dddb76f498b82ad211e7.jpg,2 jaar via Complies
25UM58-P,"LG 25UM58-P LED display 63,5 cm (25"") 2560 x 1080 Pixels QXGA Zwart",Mon LG 25UM58-P 25.0 inch UltraWide QXGA / HDMI / Zwart,A6,LG,G1,Monitoren,10009,New,92.7625,0,92.7625,153.95,8806087593136,12,0,19,Beeld en geluid,222,Monitoren en displays,30823403,https://productimages.nl/media/image/low/e60d2e793692c79ef185094aeecec0acf031a6e73f6ebcd485aa8ab3200b53e6.jpg,2 jaar via fabrikant
26599-999-989,"Jabra Evolve2 65, MS Stereo Headset Hoofdband USB Type-A Bluetooth Zwart",Jabra Headset Evolve 65 Stereo MS Duo + Oplaadstation USB,I1,OEM,K7,Sound,10009,New,141.5525,0,141.5525,203.95,5706991022827,1,0,19,Beeld en geluid,1637,Headsets,78360279,https://productimages.nl/media/image/low/fffdddabe611cc5008feb8da247fdee9899f9480f6781a45dc82792c5cc18051.jpg,2 jaren via Complies
26K67B,"HP DeskJet 2720e Thermische inkjet A4 4800 x 1200 DPI 7,5 ppm Wifi",HP Deskjet Printer 2720e  AiO / Color / WiFi,P4,Hewlett Packard,H6,Printer,10009,New,45.88925,0,45.88925,78.95,,198,2,21,Printers,304,Multifunctionals,86651961,https://productimages.nl/media/image/low/7ff4b628fde4faa2f3851d88892b3115b796c058b7a948bfea354156717a49e9.jpg,1 jaar via fabrikant
26K72B,HP Deskjet Printer 2710E AiO / Color / WiFi,HP Deskjet Printer 2710E AiO / Color / WiFi,P4,Hewlett Packard,H6,Printer,10009,New,47.15,0,47.15,0,195161618109,70,150,21,Printers,234,Inkjetprinters,0,https://productimages.nl/media/image/low/b48750be3cf0ccf4cc6784b05b8df7c414eb2001e95da214ba2903ab973bf0c7.jpg,1 jaar via fabrikant
26Q90B,HP DeskJet Plus 4120E AIO / WiFi / Auto Doc Invoer / Wit,HP DeskJet Plus 4120E AIO / WiFi / Auto Doc Invoer / Wit,P4,Hewlett Packard,H6,Printer,10009,New,58.075475,0,58.075475,102.95,,104,0,21,Printers,234,Inkjetprinters,86651967,https://productimages.nl/media/image/low/b5b0a965e98da8609dd6d58f0b9773500ac729c30788139a16651c6b3ac88639.jpg,1 jaar via Fabrikant
273V7QDAB/00,Philips V Line Full HD LCD-monitor 273V7QDAB/00,Mon Philips 27Inch / F-HD / IPS / HDMI / SPK,G9,Philips,G1,Monitoren,10009,New,120.95,0,120.95,174.5,,0,3,19,Beeld en geluid,222,Monitoren en displays,71801266,https://productimages.nl/media/image/low/66a6ac37f2b877614ca275cabb5cd98b6068de09c6a80dd2bb218b59fc6f648d.jpg,2 jaren via Fabrikant
273V7QDAB-RFB,Mon Philips 27Inch / F-HD / IPS / HDMI / SPK/ REFURB,Mon Philips 27Inch / F-HD / IPS / HDMI / SPK,G9,Philips,G1,Monitoren,10005,Refurbished Bronze,107.625,0,107.625,0,,1,0,19,Beeld en geluid,222,Monitoren en displays,71801266,https://productimages.nl/media/image/low/66a6ac37f2b877614ca275cabb5cd98b6068de09c6a80dd2bb218b59fc6f648d.jpg,1 jaar via Complies
273V7QDSB/00,Mon Philips 27Inch / F-HD / IPS / HDMI,Mon Philips 27Inch / F-HD / IPS / HDMI / VGA / DVI,G9,Philips,G1,Monitoren,10009,New,116.85,0,116.85,162.5,8712581742911,0,20,19,Beeld en geluid,222,Monitoren en displays,36528962,https://productimages.nl/media/image/low/e1ee8f730d41fa57d273e00466c55b818b23aaea9f683c1092c099824eac3f4c.jpg,2 jaren via Complies
27GN800-B,"LG 27GN800-B LED display 68,6 cm (27"") 2560 x 1440 Pixels Quad HD Zwart, Rood","MON LG LED 27"" Quad HD Zwart, Rood",A6,LG,G1,Monitoren,10009,New,235.75,0,235.75,340.5,8806091068651,0,10,19,Beeld en geluid,222,Monitoren en displays,86515402,https://productimages.nl/media/image/low/43bb09cbc6612c5c1be071a5565df7944f6bc5246a1407ba3e264a96e0920e0a.jpg,2 jaar via Complies
27MP59G,"LG 27MP59G computer monitor 68,6 cm (27"") 1920 x 1080 Pixels Full HD LED Zwart",Mon LG 27Inch / F-HD / IPS / HDMI / DP / Vert. Kantelbaar,A6,LG,G1,Monitoren,10009,New,101.475,0,101.475,150.95,8806087300109,0,0,19,Beeld en geluid,222,Monitoren en displays,36388368,https://productimages.nl/media/image/low/2f977c8916660a844d157df4f91bf0fb19eca401771bcd727b134f4190a2caf9.jpg,2 jaar via Complies
27UL500-W,"LG 27UL500-W computer monitor 68,6 cm (27"") 3840 x 2160 Pixels 4K Ultra HD LED Zilver",Mon LG 27UL500-W 27inch 4K / DIsplayPort / HDMI / 60Hz,A6,LG,G1,Monitoren,10009,New,186.1564,0,186.1564,268.95,8806098421114,10,1,19,Beeld en geluid,222,Monitoren en displays,66684667,https://productimages.nl/media/image/low/20e36264fa0fbbb2d58a84950ebc8e01e03413dde826964c8cd06aaa27b1a35a.jpg,2 jaar via fabrikant
28P64EA,HP 17-BY 17.3 F-HD / i5-10210U / 8GB / 512GB / 530 2GB / W10 / Azerty,HP 17-BY 17.3 F-HD i5-10210U / 8GB /512GB 530 2GB W10 Azerty,P4,Hewlett Packard,C1,Notebooks,10009,New,606.306975,2.7,609.006975,0,,2,0,12,Notebooks en tablets,151,Notebooks,0,https://productimages.nl/media/image/low/a40ebc27508e96ff7a7fe4d606578a555380e67eb6b537c68518cd230602a147.jpg,2 jaren via Complies
2984C009,Canon PIXMA TR4550 Inkjet 4800 x 1200 DPI A4 Wi-Fi,Canon TR4550 AIO/ Kleur/Copy/Scan/WiFi/ Docu Invoer/ Black,P3,Canon,H6,Printer,10009,New,56.347325,0,56.347325,145.5,4549292118780,0,0,21,Printers,234,Inkjetprinters,60172962,https://productimages.nl/media/image/low/9f9b85bb0ab2fd4682ca240036f22c1596b52ac81649d6c1c737a873e21d2359.jpg,2 jaar via fabrikant
2984C029,Canon PIXMA TR4551 Inkjet 4800 x 1200 DPI A4 Wi-Fi,Canon TR4551 AIO/ Kleur/Copy/Scan/WiFi/Docu Invoer/ White,P3,Canon,H6,Printer,10009,New,49.5157,0,49.5157,108.5,,14,0,21,Printers,304,Multifunctionals,60177682,https://productimages.nl/media/image/low/28a098b73f959da0731f8ceee623481ba02e98944fdbe36d822622feed27b648.jpg,2 jaar via fabrikant
29WP500-B,"LG 29WP500-B computer monitor 73,7 cm (29"") 2560 x 1080 Pixels UltraWide Full HD LED Zwart",Mon LG 29WP500-B 29inch UltraWide / IPS / 2 x HDMI / 75Hz,A6,LG,G1,Monitoren,10009,New,138.38115,0,138.38115,199.95,8806091246417,38,0,19,Beeld en geluid,222,Monitoren en displays,89731593,https://productimages.nl/media/image/low/46f5bcbdc5592a1dc49f9c1effa9f26e94691ad707fc1725224d42cab323c260.jpg,2 jaar via fabrikant
2L8Q4EA,HP AIO 23.8 F-HD / i3-10100T  / 4GB / 256GB / W10H,HP AIO 23.8 F-HD / i3-10100T  / 4GB / 256GB / W10H,P4,Hewlett Packard,K2,Desktops,10009,New,401.73235,2.7,404.43235,645.5,195161560248,13,0,2,PC en server,2282,All-in-One PC's/workstations,0,https://productimages.nl/media/image/low/061b85aec84dea7d91c59baa3b6caeb69d76355a324fa3c79519aa04de3cd100.jpg,2 jaren via Complies
2L9N6EA-8-W10,HP 15-DA 15.6 F-HD / i3-10110U / 8GB / 256GB/ W10P,HP 15-DA 15.6 F-HD / i3-10110U / 8GB / 256GB/ W10P,P4,Hewlett Packard,C1,Notebooks,10009,New,350.43315,2.7,353.13315,760.5,,6,0,12,Notebooks en tablets,151,Notebooks,0,https://productimages.nl/media/image/low/8f362661ec553d4b68b86e8d2d61448b33984cb3bbf272819a553063218d5a28.jpg,2 jaar via Complies
2L9X4EA-W10,HP 15S 15.6 F-HD / i3-1115G4 / 8GB / 512GB/ W10P,HP 15S 15.6 F-HD / i3-1115G4 / 8GB / 512GB/ W10PRO,P4,Hewlett Packard,C1,Notebooks,10009,New,371.994025,2.7,374.694025,800.1,,21,0,12,Notebooks en tablets,151,Notebooks,0,https://productimages.nl/media/image/low/d3f66aa626adf3f3c4348d76bf708325dd74e46fb4bd3374f59901f5e9d01f58.jpg,2 jaar via Complies
2X7X1EA-W10-RN,HP Prob. G8 15.6 F-HD /   i5-1135G7 / 8GB / 256GB / W10P/RENEW,HP Prob. G8 15.6 F-HD /   i5-1135G7 / 8GB / 256GB / W10P/RN,P4,Hewlett Packard,C1,Notebooks,10002,Renewed,559.978,2.7,562.678,1141.96,,1,0,12,Notebooks en tablets,151,Notebooks,0,https://productimages.nl/media/image/low/a50268ff5a8a25446864f433a42b61c45b374ed58b7694bfe82b426890c2f7cb.jpg,1 jaren via Complies
2YY44AA#ABB,HP EX900 3D TLC NAND,SSD 512GB HP M.2 PCI-e NVMe EX900 retail 2100mpbs /1500 mpbs,P4,Hewlett Packard,A4,Solid State Drive,10009,New,40.189225,0,40.189225,61.95,,4,0,1,Componenten,1563,Solid-state drives,55377132,https://productimages.nl/media/image/low/1a87c9d49777265860ae095b70de7a57c49d202f20b2d20ac6751464cd1dc38c.jpg,2 jaren via Complies
2Z0Y7EA-W10,HP Desk M01-F1112NG Ryzen 3-4300G / 8GB / 256GB / W10P,HP Desk M01-F1112NG Ryzen 3 4300G 8GB 256GB W10,P4,Hewlett Packard,J9,Systemen,10009,New,295.7289,2.7,298.4289,523.95,,0,0,2,PC en server,153,PC's/workstations,0,https://productimages.nl/media/image/low/00c9973576c122578554645b753329b6a12daecd85678c70090cbcba2e64588d.jpg,1 jaar fabrieksgarantie + 1 jaar extra via complies
2Z1A5EA-W10,HP Desk M01-F1111ng / Ryzen 5 4600G / 8GB / 256GB / W10P,HP Desk M01-F1111ng 5 4600G 8GB 256GB W10,P4,Hewlett Packard,J9,Systemen,10009,New,326.22265,2.7,328.92265,603.5,,0,0,2,PC en server,153,PC's/workstations,0,https://productimages.nl/media/image/low/d1f3d9c2660909b53041c69d8328ba83a899ad3c74a2673cc4c685e0b03b71b8.jpg,1 jaar fabrieksgarantie + 1 jaar extra via complies
30025796-RFS,Medion 14.0 F-HD IPS TOUCH / i3-7020U / 8GB / 256GB / W10H / REFURBISHED,Medion 14.0 F-HD IPS TOUCH i3-7020U / 8GB / 256GB / W10H,A15,Medion,C1,Notebooks,10004,Refurbished Silver,407.5195,2.7,410.2195,779.5,,1,0,12,Notebooks en tablets,151,Notebooks,0,https://productimages.nl/media/image/low/c08dcdaef188f5d6b9284e8b92ed6e40378ffda059b611597b89507406473955.jpg,1 jaar via Complies
306-7ZW1B31-813,MSI 306-7ZW1B31-813 hardwarekoeling,MSI MAG Core Liquid 240R Water Cooler,F1,MSI,J6,Koelers,10009,New,86.1,0,86.1,101.5,4719072697556,6,0,1,Componenten,1623,Computer vloeibare koeling,78580788,https://productimages.nl/media/image/low/8b67fc9239e2ac1b7a8ebc9f0bf4c92929f272853a370e97ccb66c6587a287fa.jpg,2 jaar via Complies
326M6VJRMB/00,Philips M Line 4K HDR-scherm met Ambiglow 326M6VJRMB/00,MON Philips Momentum Line 4K HDR-scherm met Ambiglow,G9,Philips,G1,Monitoren,10009,New,369,0,369,571.5,8712581757540,0,0,19,Beeld en geluid,222,Monitoren en displays,67451484,https://productimages.nl/media/image/low/c32cbe6bf3ecee69587705b55a9b14b577346fce2c8a657f42fc2a2c48d9d043.jpg,1 jaar via Complies
326M6VJRMB/00-RFG,MON Philips Momentum Line 4K HDR-scherm met Ambiglow/ REFURB,MON Philips Momentum Line 4K HDR-scherm met Ambiglow,G9,Philips,G1,Monitoren,10003,Refurbished Gold,369,0,369,0,,1,0,19,Beeld en geluid,222,Monitoren en displays,67451484,https://productimages.nl/media/image/low/c32cbe6bf3ecee69587705b55a9b14b577346fce2c8a657f42fc2a2c48d9d043.jpg,2 jaar via Philips
33X66EA,HP 14.0 F-HD 11th i3-1115G4 / 4GB / 128GB / W10H,HP 14.0 F-HD 11th  i3-1115G4 / 4GB / 128GB / W10,P4,Hewlett Packard,C1,Notebooks,10009,New,342.022,2.7,344.722,704.95,,10,0,12,Notebooks en tablets,151,Notebooks,87363820,https://productimages.nl/media/image/low/99eecaffbd31df75c47b57a012cfa5444e39bc21f8f96a3cf264d60926e6cdb7.jpg,2 jaren via Complies
3516C007,Canon i-SENSYS LBP226dw Laser / Mono / WiFi,Canon i-SENSYS LBP226dw Laser / Mono / WiFi,P3,Canon,H6,Printer,10009,New,139.9125,0,139.9125,219.95,4549292133967,11,0,21,Printers,235,Laser- en LED printers,73307215,https://productimages.nl/media/image/low/bb32f0d767117c313c2899e29b3831479aa50b1aaf5919a36db0e7a290e41fc5.jpg,2 jaar via fabrikant
3771C006,Canon PIXMA TS3350 Inkjet 4800 x 1200 DPI A4 Wi-Fi,Canon TS3350 AIO / Copy / Print / Scan / WiFi / Black,P3,Canon,H6,Printer,10009,New,35.98775,0,35.98775,95.5,4549292143867,0,0,21,Printers,304,Multifunctionals,73414333,https://productimages.nl/media/image/low/cc0bd38fa65b5d1f34365d300e1c0c7904e38b7659cc2f8c938d67bc94056420.jpg,2 jaar via fabrikant
3771C026,Canon PIXMA TS3351 Inkjet 4800 x 1200 DPI A4 Wi-Fi,Canon Pixma  TS3351 AIO / Copy / Print / Scan / WiFi / Wit,P3,Canon,H6,Printer,10009,New,50.225,0,50.225,102.95,4549292143966,0,0,21,Printers,304,Multifunctionals,73414330,https://productimages.nl/media/image/low/a1115605b7a375a2a4c802902c4c0117664798d9c603b4b27ee501cef30e6d5b.jpg,2 jaar via fabrikant
3XV14B,"HP DeskJet Plus 4120 All-in-One printer Thermische inkjet A4 4800 x 1200 DPI 8,5 ppm Wifi",HP DeskJet Plus 4120 AIO / WiFi / Auto Doc Invoer / Wit,P4,Hewlett Packard,H6,Printer,10009,New,57.312875,0,57.312875,98.5,194441900552,65,0,21,Printers,304,Multifunctionals,77002317,https://productimages.nl/media/image/low/adc3aff32ba70c47a9032a32decbcbde3f8d2fd86eecb53454cb877a3eb18e7a.jpg,1 jaar via Fabrikant
3XV18B,HP DeskJet 2720 Thermische inkjet A4 4800 x 1200 DPI Wifi,HP Deskjet Printer 2720 AiO / Color / WiFi,P4,Hewlett Packard,H6,Printer,10009,New,45.5018,0,45.5018,87.95,,0,0,21,Printers,304,Multifunctionals,77002319,https://productimages.nl/media/image/low/6e8a37213fb3422e6bd48c6034d5d498a80ae17fa8e1112dc29f4f0352b501f2.jpg,1 jaar via fabrikant
40AS0090EU,Lenovo 40AS0090EU notebook dock & poortreplicator Bedraad US,Lenovo 40AS0090EU notebook docking station & poortreplicator,C3,Lenovo,J5,Voedingen,10009,New,138.375,0,138.375,206.95,193124916453,9,0,9,Kabels en adapters,152,Notebook docks & poortreplicators,68276947,https://productimages.nl/media/image/low/8f19b0d76377377034772722dfe118b91529d175a15efd8b886a8067a87f4d4e.jpg,1 jaar via Complies
40AU0065EU,Lenovo USB-C Mini Dock Bedraad USB 3.2 Gen 1 (3.1 Gen 1) Type-C Grijs,Lenovo USB-C Mini Docking Station Bedraad Grijs,C3,Lenovo,C7,Accessoires,10009,New,89.53375,0,89.53375,238.94,193386926139,6,0,9,Kabels en adapters,152,Notebook docks & poortreplicators,75290500,https://productimages.nl/media/image/low/1105a88c5c6040716e4038cd064c538c0161cba55428f2ad4490e716adf81a94.jpg,1 jaar via Complies
411035,Intel CPU Cooler 1150+1151 Socket bulk original Cooler,Intel CPC Cooler 1150+1151 +1200 Socket bulk original Cooler,A4,Intel,J6,Koelers,10009,New,2.4682,0,2.4682,5.95,,0,50,1,Componenten,921,Hardwarekoeling,0,https://productimages.nl/media/image/low/914ca6ffe8f482e8c80b0328c00eaaad23ef22735f6b73cacc97c02f2836ac04.jpg,3 jaar via fabrikant
438889,"Manhattan London notebooktas 39,6 cm (15.6"") Aktetas Zwart","Manhattan London Notebook Bag 15.6"" Zwart",I1,OEM,C7,Accessoires,10009,New,4.287575,0,4.287575,12.5,766623438889,185,0,18,Accessoires,1285,Notebooktassen,4548269,https://productimages.nl/media/image/low/9cf35e03273d213514780c9cdedd26bbdfa25a38a8727ad9000052c505316bba.jpg,3 jaar via Complies
439909,"Manhattan 439909 notebooktas 43,9 cm (17.3"") Documententas Zwart","Manhattan Notebook Bag 17.3"" Black",I1,OEM,C7,Accessoires,10009,New,4.812375,0,4.812375,13.95,766623439909,181,0,18,Accessoires,1285,Notebooktassen,72494292,https://productimages.nl/media/image/low/887347f33be326f9fedc2929bd97e0e809faf0e331c95cfbf376247e6fbd2610.jpg,3 jaar via Complies
43PUS7805/12,"TV Philips 4K Ultra HD Smart TV 43"" / Wi-Fi / AmbiLight / Grijs",TV Philips 43inch 4K Ultra HD Smart TV / Wi-Fi / AmbiLight,G9,Philips,G2,Televisie,10009,New,310.110675,0,310.110675,455.31,8718863023150,4,0,19,Beeld en geluid,1584,LED-tv's,79739561,https://productimages.nl/media/image/low/d5b53dd15f823ccded4ffba578926e542826b6d4b1b6d559cde7ed30d830ea41.jpg,2 jaar via fabrikant
43UL2B63DG,Toshiba TV / 43inch 4K Ultra HD / WiFi / HDR / SmartTV,Toshiba TV / 43inch 4K Ultra HD / WiFi / HDR / SmartTV,A7,Toshiba,G2,Televisie,10009,New,261.375,0,261.375,421.95,5055862328194,0,0,19,Beeld en geluid,1584,LED-tv's,0,https://productimages.nl/media/image/low/84f4e8f50e07839d0f00f08f99014578d8f729e8e671a803969527541de85d02.jpg,2 jaar garantie via fabrikant
4463C026,"Canon PIXMA TS3451 Inkjet A4 4800 x 1200 DPI 7,7 ppm Wi-Fi",Canon PIXMA TS3451 AIO / Copy / Print / Scan / WiFi / Wit,P3,Canon,H6,Printer,10009,New,57.4,0,57.4,102.95,,0,0,21,Printers,304,Multifunctionals,87569807,https://productimages.nl/media/image/low/71cc1e8362323bf8dde23127cb8522addaa1724d8fa50e1b5991281ebeff00f3.jpg,2 jaar via fabrikant
452-BBOT,"DELL Dockingstation USB 3.0, D3100","DELL Dockingstation USB 3.0, D3100",F6,Dell,I1,Kabels,10009,New,109.66475,0,109.66475,419.5,5397063644230,0,0,9,Kabels en adapters,152,Notebook docks & poortreplicators,24869537,https://productimages.nl/media/image/low/bd34e3bf5f355e1287bdcb6275b9d2ad8fdf42f141bd38722f8efe8bac9c79f2.jpg,1 jaar via Complies
492G1EA-W10,HP Desk. i3-10105 / 8GB / 256GB / W10P,HP Desk. i3-10105 / 8GB / 256GB / W10,P4,Hewlett Packard,J9,Systemen,10009,New,296.102,2.7,298.802,555.95,,14,0,2,PC en server,153,PC's/workstations,0,https://productimages.nl/media/image/low/546a73712e323f2ef2ef3cc3a902dbe2ca0030d00f9e6198c1accf1dc9084a4e.jpg,1 jaar fabrieksgarantie + 1 jaar extra via complies
4999-823-109,Jabra Evolve 20 MS Stereo Headset Hoofdband USB Type-A Zwart,Jabra Headset Evolve 20 MS Stereo,I1,OEM,K7,Sound,10009,New,27.9825,0,27.9825,40.5,5706991016970,5,0,19,Beeld en geluid,1637,Headsets,24686695,https://productimages.nl/media/image/low/8255334cd7265a857a678ee51b8f82e8282d32e4f3a17b63913739277d3606b0.jpg,2 jaren via Complies
4999-829-209,Jabra Evolve 20 UC Stereo Headset Hoofdband USB Type-A Zwart,Jabra Headset Evolve 20 / USB,I1,OEM,B41,Gaming,10009,New,29.11,0,29.11,40.95,706487014973,3,0,19,Beeld en geluid,1637,Headsets,24686696,https://productimages.nl/media/image/low/c19af227e1b145f67be5dda4b6580846350e9007ce955060705edf229578751f.jpg,2 jaren via Complies
49NANO803NA,"LG NanoCell 49NANO803NA tv 124,5 cm (49"") 4K Ultra HD Smart TV Wi-Fi Titanium","LG NanoCell 124,5cm 49inch 4K UltraHD Smart TV Wi-Fi",A6,LG,G2,Televisie,10009,New,481.355375,0,481.355375,658.95,8806098659753,11,0,19,Beeld en geluid,1584,LED-tv's,85752053,https://productimages.nl/media/image/low/39760d6b80aac61f536762683157428b7192f39c3a3e1af950658a80feba11b1.jpg,2 jaar via Fabrikant
4EH-00002,Ambidextrous	Microsoft Comfort Mouse 4500 for Business,Microsoft Comfort Mouse 4500 for Business,B1,Microsoft,K3,Muizen,10009,New,10.98185,0,10.98185,18.95,885370249064,10,0,10,Invoerapparaten,195,Muizen,7820668,https://productimages.nl/media/image/low/04b449bcc4590d4b79293ddd7eb89bb2f21d92c40f07b61178f8d65596972407.jpg,2 jaar via Complies
4X30M56887,Lenovo 4X30M56887 muis Ambidextrous RF Draadloos Optisch 1200 DPI,Lenovo Mouse RF Draadloos Optisch 1200 DPI Ambidextrous,C3,Lenovo,K3,Muizen,10009,New,10.05525,0,10.05525,18.95,190940968260,0,0,10,Invoerapparaten,195,Muizen,36605163,https://productimages.nl/media/image/low/2a5d025d481125bce57e0b18bd5c31fd745c0d8156b24d8b808521bc13290550.jpg,1 jaar via Complies
4YH-00007,Microsoft 4YH-00007 muis Ambidextrous USB Type-A Optisch 800 DPI,Microsoft Basic Optical Mouse for Business Black,B1,Microsoft,K3,Muizen,10009,New,6.01675,0,6.01675,10.5,885370353419,3,0,10,Invoerapparaten,195,Muizen,10801770,https://productimages.nl/media/image/low/1050fc719dfe1a91e7b574f2b6227ecdafff57e402bb0a731f10b4d6043f7537.jpg,2 jaar via Complies
4ZB78A,HP Laser 107w 1200 x 1200 DPI A4 Wifi,HP 107W  Laser / Black / WiFi,P4,Hewlett Packard,H6,Printer,10009,New,85.8745,0,85.8745,147.5,193015506459,0,0,21,Printers,235,Laser- en LED printers,67458088,https://productimages.nl/media/image/low/7528481833172ad9ba1fcd2d2b9684c6f679e45ab4af8bd069b1b6cb2dd7ba14.jpg,1 jaar via Complies
4ZB83A,HP 135w Laser 1200 x 1200 DPI 20 ppm A4 Wi-Fi,HP 135w Laserprinter 1200 x 1200 DPI 20 ppm A4 Wi-Fi,P4,Hewlett Packard,H6,Printer,10009,New,116.7475,0,116.7475,208.95,193015506664,2,0,21,Printers,304,Multifunctionals,67458090,https://productimages.nl/media/image/low/c3a4962814df4fb8144ebc8d8265b3869f17d692c22deffc83106348f4d4b840.jpg,1 jaar via Complies
4ZB94A,HP Color Laser 150a Kleur 600 x 600 DPI A4,HP printer 150a Laser / Color,P4,Hewlett Packard,H6,Printer,10009,New,130.6875,0,130.6875,247.95,193015506992,1,0,21,Printers,235,Laser- en LED printers,67458092,https://productimages.nl/media/image/low/d6731ca6ceb63f0df44ba07571817d7e98750c414ff62137dc5be40df75d8662.jpg,1 jaar via Complies
